user_id,signup_date,country,device_type,marketing_channel
748,2023-02-22,India,mobile,referral
749,2023-05-07,UK,desktop,ads
750,2023-01-24,India,mobile,organic
751,2023-02-03,India,desktop,referral
752,2023-06-06,UK,desktop,referral
753,2023-03-12,USA,desktop,referral
754,2023-01-08,USA,desktop,ads
755,2023-06-22,UK,desktop,ads
756,2023-03-19,USA,desktop,organic
757,2023-04-11,India,desktop,ads
758,2023-02-16,UK,desktop,organic
759,2023-01-10,USA,desktop,ads
760,2023-02-28,India,desktop,ads
761,2023-06-06,USA,mobile,referral
762,2023-03-11,UK,desktop,ads
763,2023-02-11,India,desktop,organic
764,2023-04-29,USA,desktop,referral
765,2023-06-25,USA,desktop,referral
766,2023-05-15,USA,desktop,ads
767,2023-03-20,USA,mobile,organic
768,2023-02-25,India,desktop,organic
769,2023-02-22,India,desktop,ads
770,2023-06-07,USA,mobile,referral
771,2023-06-28,India,mobile,ads
772,2023-01-10,USA,desktop,ads
773,2023-06-28,USA,desktop,referral
774,2023-06-17,USA,mobile,referral
775,2023-01-26,UK,desktop,organic
776,2023-01-08,India,mobile,organic
777,2023-03-07,USA,desktop,referral
778,2023-03-19,USA,desktop,organic
779,2023-01-15,USA,mobile,organic
780,2023-02-10,USA,desktop,ads
781,2023-03-01,UK,mobile,ads
782,2023-02-25,UK,mobile,organic
783,2023-01-14,USA,mobile,ads
784,2023-05-16,India,desktop,organic
785,2023-05-05,India,mobile,ads
786,2023-05-12,UK,desktop,referral
787,2023-01-06,UK,desktop,ads
788,2023-03-13,USA,mobile,organic
789,2023-04-04,UK,mobile,referral
790,2023-06-18,India,desktop,organic
791,2023-02-23,UK,desktop,referral
792,2023-03-07,India,desktop,organic
793,2023-01-24,USA,desktop,ads
794,2023-01-18,USA,desktop,referral
795,2023-06-17,India,desktop,ads
796,2023-01-30,UK,mobile,ads
797,2023-05-26,UK,mobile,ads
798,2023-04-08,India,desktop,referral
799,2023-01-04,USA,mobile,ads
800,2023-03-29,India,mobile,ads
801,2023-02-08,India,desktop,ads
802,2023-06-16,India,mobile,organic
803,2023-04-10,UK,desktop,referral
804,2023-05-22,UK,mobile,ads
805,2023-01-03,USA,desktop,referral
806,2023-02-22,USA,mobile,ads
807,2023-05-31,UK,desktop,referral
808,2023-02-18,India,desktop,ads
809,2023-06-21,India,desktop,ads
810,2023-02-13,USA,desktop,organic
811,2023-01-13,UK,mobile,organic
812,2023-02-04,USA,desktop,ads
813,2023-02-14,India,mobile,ads
814,2023-06-25,USA,mobile,ads
815,2023-06-29,USA,desktop,referral
816,2023-05-03,USA,desktop,organic
817,2023-01-21,USA,desktop,ads
818,2023-04-01,UK,desktop,organic
819,2023-01-20,USA,mobile,organic
820,2023-05-11,India,mobile,organic
821,2023-04-26,India,desktop,organic
822,2023-02-06,India,mobile,referral
823,2023-03-24,India,mobile,referral
824,2023-03-08,India,mobile,referral
825,2023-03-02,India,mobile,ads
826,2023-04-01,India,mobile,ads
827,2023-01-25,UK,mobile,ads
828,2023-06-24,UK,desktop,organic
829,2023-01-28,UK,mobile,referral
830,2023-04-25,USA,mobile,referral
831,2023-04-10,USA,mobile,organic
832,2023-01-11,India,mobile,organic
833,2023-02-05,UK,desktop,referral
834,2023-05-21,India,desktop,ads
835,2023-02-10,USA,mobile,organic
836,2023-02-12,India,mobile,ads
837,2023-05-24,USA,desktop,referral
838,2023-06-26,UK,desktop,ads
839,2023-06-21,UK,mobile,organic
840,2023-05-29,UK,mobile,referral
841,2023-06-04,USA,mobile,organic
842,2023-06-20,UK,desktop,referral
843,2023-06-13,UK,desktop,referral
844,2023-01-30,UK,mobile,referral
845,2023-06-03,USA,mobile,referral
846,2023-06-09,India,mobile,referral
847,2023-01-30,India,mobile,referral
848,2023-05-03,UK,mobile,referral
849,2023-04-07,UK,mobile,organic
850,2023-04-27,UK,mobile,referral
851,2023-01-23,UK,mobile,organic
852,2023-01-24,USA,desktop,organic
853,2023-01-31,India,desktop,ads
854,2023-06-07,USA,desktop,ads
855,2023-03-10,India,mobile,ads
856,2023-05-14,USA,desktop,referral
857,2023-06-07,UK,desktop,referral
858,2023-02-24,USA,desktop,organic
859,2023-06-04,India,desktop,referral
860,2023-03-20,UK,mobile,referral
861,2023-05-31,India,desktop,organic
862,2023-05-26,USA,mobile,organic
863,2023-06-04,UK,desktop,ads
864,2023-06-12,UK,mobile,ads
865,2023-03-31,India,desktop,organic
866,2023-03-17,USA,mobile,organic
867,2023-02-16,UK,mobile,ads
868,2023-03-31,UK,mobile,organic
869,2023-02-27,USA,desktop,ads
870,2023-06-22,India,mobile,referral
871,2023-06-04,UK,desktop,referral
872,2023-01-17,UK,desktop,organic
873,2023-01-15,UK,mobile,organic
874,2023-03-08,UK,mobile,referral
875,2023-05-13,USA,desktop,organic
876,2023-05-10,UK,mobile,organic
877,2023-01-19,UK,mobile,referral
878,2023-05-08,India,desktop,ads
879,2023-04-16,USA,mobile,ads
880,2023-02-20,UK,mobile,organic
881,2023-06-13,India,desktop,organic
882,2023-03-23,UK,mobile,ads
883,2023-06-21,UK,mobile,organic
884,2023-02-14,India,desktop,ads
885,2023-03-06,USA,desktop,ads
886,2023-05-23,India,desktop,ads
887,2023-03-31,USA,desktop,ads
888,2023-03-30,UK,desktop,referral
889,2023-02-05,USA,desktop,organic
890,2023-01-25,USA,desktop,ads
891,2023-05-09,USA,desktop,referral
892,2023-04-24,USA,desktop,referral
893,2023-03-05,India,desktop,referral
894,2023-02-13,India,mobile,ads
895,2023-03-04,India,mobile,organic
896,2023-03-01,India,desktop,referral
897,2023-02-02,India,desktop,organic
898,2023-03-29,UK,mobile,referral
899,2023-06-16,India,mobile,referral
900,2023-05-21,India,mobile,organic
901,2023-06-16,USA,desktop,referral
902,2023-06-11,UK,mobile,organic
903,2023-04-21,USA,mobile,ads
904,2023-05-05,USA,mobile,organic
905,2023-02-15,USA,mobile,ads
906,2023-02-14,USA,mobile,ads
907,2023-03-27,USA,desktop,organic
908,2023-01-04,UK,desktop,ads
909,2023-04-12,USA,desktop,organic
910,2023-06-13,USA,desktop,ads
911,2023-04-28,USA,desktop,ads
912,2023-02-21,India,mobile,referral
913,2023-02-07,USA,desktop,ads
914,2023-06-14,India,mobile,ads
915,2023-03-08,UK,desktop,referral
916,2023-03-06,USA,mobile,referral
917,2023-01-01,India,mobile,ads
918,2023-05-10,India,mobile,referral
919,2023-01-03,USA,desktop,organic
920,2023-03-12,UK,mobile,ads
921,2023-05-09,UK,desktop,ads
922,2023-06-26,UK,desktop,organic
923,2023-01-20,UK,desktop,organic
924,2023-05-24,India,mobile,ads
925,2023-02-02,India,desktop,referral
926,2023-01-23,UK,desktop,ads
927,2023-06-26,India,desktop,organic
928,2023-05-04,UK,desktop,referral
929,2023-01-08,UK,desktop,ads
930,2023-01-11,India,mobile,organic
931,2023-04-22,UK,desktop,organic
932,2023-01-04,USA,desktop,organic
933,2023-02-16,UK,mobile,organic
934,2023-05-11,UK,mobile,organic
935,2023-03-02,UK,desktop,organic
936,2023-04-02,USA,mobile,organic
937,2023-02-27,USA,mobile,referral
938,2023-02-05,India,desktop,referral
939,2023-06-08,India,desktop,ads
940,2023-03-09,USA,desktop,ads
941,2023-04-01,India,mobile,ads
942,2023-05-05,UK,desktop,organic
943,2023-04-01,UK,desktop,referral
944,2023-06-11,UK,mobile,organic
945,2023-01-20,USA,desktop,ads
946,2023-06-16,USA,mobile,referral
947,2023-04-17,USA,mobile,organic
948,2023-04-18,India,mobile,ads
949,2023-01-05,UK,desktop,referral
950,2023-03-15,India,desktop,organic
951,2023-03-06,USA,mobile,ads
952,2023-01-15,USA,mobile,ads
953,2023-01-17,USA,desktop,organic
954,2023-05-26,USA,desktop,ads
955,2023-02-16,India,mobile,organic
956,2023-01-26,UK,desktop,organic
957,2023-06-14,UK,desktop,referral
958,2023-04-26,USA,desktop,organic
959,2023-01-03,USA,desktop,organic
960,2023-04-05,UK,mobile,organic
961,2023-05-05,India,mobile,ads
962,2023-05-21,USA,desktop,ads
963,2023-03-07,USA,desktop,referral
964,2023-01-08,USA,mobile,referral
965,2023-02-11,India,desktop,referral
966,2023-06-12,USA,mobile,referral
967,2023-05-29,UK,mobile,organic
968,2023-03-04,USA,desktop,referral
969,2023-05-07,USA,desktop,organic
970,2023-03-27,UK,mobile,organic
971,2023-02-08,UK,desktop,referral
972,2023-03-02,USA,desktop,organic
973,2023-03-24,USA,mobile,referral
974,2023-05-22,UK,mobile,organic
975,2023-05-07,UK,desktop,organic
976,2023-03-15,USA,desktop,organic
977,2023-02-10,UK,desktop,ads
978,2023-06-13,UK,mobile,ads
979,2023-03-30,USA,desktop,ads
980,2023-03-26,UK,mobile,organic
981,2023-03-07,USA,desktop,ads
982,2023-03-03,India,mobile,organic
983,2023-06-15,USA,desktop,ads
984,2023-06-06,UK,desktop,ads
985,2023-01-01,UK,desktop,organic
986,2023-01-02,USA,mobile,referral
987,2023-02-11,USA,mobile,referral
988,2023-03-11,India,mobile,ads
989,2023-03-11,UK,desktop,ads
990,2023-02-13,India,mobile,referral
991,2023-06-02,UK,mobile,organic
992,2023-02-27,India,mobile,referral
993,2023-04-08,USA,mobile,organic
994,2023-03-26,UK,mobile,organic
995,2023-04-10,India,desktop,referral
996,2023-01-13,India,desktop,organic
997,2023-04-20,UK,desktop,referral
998,2023-01-18,UK,mobile,organic
999,2023-03-18,India,desktop,referral
1000,2023-06-07,USA,desktop,referral
